iter	Logloss
258	0.4796552836
259	0.479359993
260	0.4791452008
261	0.478973963
262	0.4787408475
263	0.4785170604
264	0.4782453043
265	0.4779680739
266	0.4777543913
267	0.4775241533
268	0.4772880305
269	0.476969353
270	0.4767959881
271	0.4765488995
272	0.4762981784
273	0.4760957452
274	0.4758681691
275	0.4756083758
276	0.4753572655
277	0.4751612434
278	0.4749212169
279	0.4746877273
280	0.4744339801
281	0.474179575
282	0.4738363396
283	0.4735748744
284	0.4732640743
285	0.4729981364
286	0.4728104641
287	0.4726072285
288	0.4723476804
289	0.4720765072
290	0.471857491
291	0.4716711141
292	0.4714955673
293	0.4711138119
294	0.4708798236
295	0.4706767548
296	0.4704338944
297	0.4701727712
298	0.4699387688
299	0.4696558258
300	0.469320636
301	0.4690304081
302	0.4687982181
303	0.4685544145
304	0.4682497653
305	0.4680021765
306	0.4676716679
307	0.4674510149
308	0.4672020218
309	0.4668970031
310	0.4666328395
311	0.4664332443
312	0.4661462065
313	0.4659025283
314	0.465664458
315	0.4653704825
316	0.4651356744
317	0.4649514194
318	0.4647100943
319	0.464492481
320	0.4642140278
321	0.4640836691
322	0.4638844076
323	0.4636870987
324	0.4634867084
325	0.4631613618
326	0.4629419018
327	0.4626643475
328	0.4623696674
329	0.4620482176
330	0.4617578236
331	0.4615557969
332	0.4613436141
333	0.4611294261
334	0.4608213639
335	0.4606281893
336	0.4603299822
337	0.460169229
338	0.4599174268
339	0.4596728939
340	0.4594229258
341	0.4591408926
342	0.4589340791
343	0.4585913666
344	0.458286666
345	0.4580954674
346	0.4579021886
347	0.4576321198
348	0.4573669467
349	0.4571103127
350	0.4567906462
351	0.4564844396
352	0.4562278917
353	0.4559239822
354	0.4556069244
355	0.4552723208
356	0.454907082
357	0.4546131191
358	0.4543519367
359	0.4541819327
360	0.453857732
361	0.4535135442
362	0.4532259286
363	0.4529320974
364	0.4526342636
365	0.4522635927
366	0.4519308918
367	0.4516079141
368	0.4513381226
369	0.451110957
370	0.4507929957
371	0.450558381
372	0.4502812192
373	0.4499520723
374	0.4496672507
375	0.4493934765
376	0.4490506586
377	0.4487353516
378	0.4485140017
379	0.4482201569
380	0.4479379466
381	0.4476440959
382	0.4473561214
383	0.4469830867
384	0.4466626148
385	0.4463495602
386	0.4461173484
387	0.4458632913
388	0.4455258165
389	0.4451930468
390	0.4448339836
391	0.4445243985
392	0.4442937878
393	0.4439969929
394	0.4437419402
395	0.4434040333
396	0.4430422903
397	0.4427925472
398	0.442501217
399	0.4422648048
400	0.4419716808
401	0.441762276
402	0.4414379712
403	0.4412413739
404	0.4409095813
405	0.4406435136
406	0.4403780371
407	0.4400817195
408	0.4398080217
409	0.4394929031
410	0.4391706975
411	0.438830414
412	0.4385373841
413	0.438271615
414	0.4379440929
415	0.4377451572
416	0.437403919
417	0.437063362
418	0.4367790548
419	0.436502515
420	0.4362012645
421	0.4359652151
422	0.4356088465
423	0.4353064917
424	0.4350448124
425	0.4347206275
426	0.4344496661
427	0.4340160605
428	0.4337108245
429	0.4333653661
430	0.4329792378
431	0.43272251
432	0.432329792
433	0.4320108317
434	0.431655157
435	0.431334964
436	0.4311441105
437	0.4309076412
438	0.4306542372
439	0.4303817482
440	0.4301378594
441	0.4299122548
442	0.4296028004
443	0.4292251572
444	0.4289199524
445	0.4286007142
446	0.4282144579
447	0.4279065066
448	0.4275562609
449	0.4272110581
450	0.4269772868
451	0.4266094119
452	0.4263853259
453	0.4260471418
454	0.4257921571
455	0.4254373587
456	0.4251279713
457	0.4248540144
458	0.4246107594
459	0.4243045702
460	0.4240656021
461	0.4237739518
462	0.4234934344
463	0.4231570916
464	0.4227850044
465	0.4224989485
466	0.4222152747
467	0.4218891013
468	0.4216166065
469	0.4213387328
470	0.421109199
471	0.4209030719
472	0.4206153741
473	0.4203948353
474	0.4200535877
475	0.4198366833
476	0.4196601357
477	0.4194626678
478	0.4192521901
479	0.4189283664
480	0.4185466303
481	0.4182119629
482	0.4178936457
483	0.4175610146
484	0.4171327788
485	0.4168085731
486	0.4165141813
487	0.4162393448
488	0.4160425686
489	0.4157673301
490	0.4153686485
491	0.4151005735
492	0.4147715992
493	0.414495337
494	0.4141912656
495	0.4138506001
496	0.413574626
497	0.4132456198
498	0.4129930592
499	0.4127696949
500	0.4124935438
501	0.4121301138
502	0.411815054
503	0.4114725123
504	0.4111983173
505	0.4109491331
506	0.4106753789
507	0.410409502
508	0.4100561117
509	0.4096860837
510	0.409447679
511	0.4093328357
512	0.4090852088
513	0.4088773472
514	0.4086247968
515	0.4084124485
516	0.408157125
517	0.4078965241
518	0.4076020476
519	0.4073958454
520	0.4071708681
521	0.4069474533
522	0.4066925754
523	0.4064558222
524	0.4060815412
525	0.4058334751
526	0.4055693125
527	0.4053117927
528	0.4050860335
529	0.4049352683
530	0.4046709622
531	0.4044500824
532	0.4041076107
533	0.4038540562
534	0.4035487774
535	0.4032363359
536	0.4028894937
537	0.4026266856
538	0.4023874262
539	0.4021538987
540	0.4019307319
541	0.4016441738
542	0.4013771251
543	0.4010655032
544	0.4007787353
545	0.4004680799
546	0.4001883763
547	0.3999369206
548	0.3997451271
549	0.3994359093
550	0.3991676285
551	0.3988159276
552	0.3985386172
553	0.3982419641
554	0.3980404514
555	0.3977792999
556	0.3974923921
557	0.3972569841
558	0.396985419
559	0.3967460694
560	0.3965071179
561	0.3962977865
562	0.396097047
563	0.3957409519
564	0.3955131665
565	0.3952650335
566	0.3949487184
567	0.3947477691
568	0.394496426
569	0.3941779988
570	0.3939015032
571	0.3936755149
572	0.3934058986
573	0.393109973
574	0.3927678774
575	0.3924729086
576	0.3921899846
577	0.3918945727
578	0.3916453356
579	0.3913941875
580	0.3911478451
581	0.390934005
582	0.3905678008
583	0.3902881957
584	0.3900328849
585	0.3898415628
586	0.3895725167
587	0.3892828562
588	0.3890008081
589	0.3887216808
590	0.388432564
591	0.3881281199
592	0.3878516978
593	0.387575811
594	0.3872390785
595	0.3869687002
596	0.3867860114
597	0.3865779316
598	0.3863524729
599	0.3860555371
600	0.3857342185
601	0.3854534526
602	0.3851936455
603	0.3849771103
604	0.3846945253
605	0.3845112948
606	0.3841978176
607	0.3839136267
608	0.3836436769
609	0.3834013537
610	0.3831675948
611	0.3829711537
612	0.3826773586
613	0.3824859972
614	0.3822167921
615	0.3819175949
616	0.3816874099
617	0.3814153983
618	0.381135407
619	0.3809224855
620	0.3806663892
621	0.3804008127
622	0.3801934797
623	0.3799237451
624	0.3796439031
625	0.3792865887
626	0.3789977459
627	0.3787655513
628	0.3785138265
629	0.3783447191
630	0.3780899386
631	0.3779041879
632	0.3776657322
633	0.3774614705
634	0.3772330851
635	0.3769946179
636	0.3767333266
637	0.3765480941
638	0.3762475207
639	0.3759414311
640	0.3756605055
641	0.3755213451
642	0.3753077162
643	0.3750411698
644	0.3747695464
645	0.3745581686
646	0.374356255
647	0.373998235
648	0.3737558814
649	0.3735601586
650	0.3733083739
651	0.3730998529
652	0.372897123
653	0.3726921245
654	0.3724733454
655	0.3722332509
656	0.3720913445
657	0.3718809624
658	0.3716387275
659	0.3714285647
660	0.3711711223
661	0.3709449583
662	0.370733398
663	0.3705302675
664	0.3703160963
665	0.3700077753
666	0.3697471441
667	0.3694499598
668	0.3691457263
669	0.3689246443
670	0.3686716398
671	0.3684776392
672	0.3682571735
673	0.3680179308
674	0.3678719373
675	0.3676163541
676	0.3673997769
677	0.3671361538
678	0.3668517445
679	0.3666977446
680	0.3664620961
681	0.3662128218
682	0.3659187649
683	0.3656263814
684	0.3653628627
685	0.3652085331
686	0.3649572738
687	0.3647532057
688	0.3645337264
689	0.3642683092
690	0.3640484717
691	0.3638475795
692	0.363605449
693	0.3633519365
694	0.3631703201
695	0.3629379967
696	0.3627520038
697	0.3625211928
698	0.3622568517
699	0.3620692143
700	0.3617475391
701	0.3614210775
702	0.3611863573
703	0.3609983731
704	0.3607249472
705	0.3605129053
706	0.3602518924
707	0.3599779438
708	0.35970794
709	0.3594032364
710	0.3591505725
711	0.3589617151
712	0.3586510419
713	0.3583693499
714	0.358153484
715	0.3578795269
716	0.3576489322
717	0.3574712314
718	0.3572664645
719	0.3569710052
720	0.3567576584
721	0.356534149
722	0.3562369317
723	0.3560150435
724	0.3557770053
725	0.3555073623
726	0.3552862878
727	0.3550663851
728	0.3548871839
729	0.3546547252
730	0.3544539501
731	0.3541815808
732	0.3539556472
733	0.3537525209
734	0.3535327757
735	0.3532984458
736	0.3530813129
737	0.3528327527
738	0.352737062
739	0.3525211651
740	0.3523624569
741	0.3522812692
742	0.3520350137
743	0.3517267974
744	0.3515092803
745	0.3512588122
746	0.3510374493
747	0.3509077885
748	0.3507311681
749	0.3505041291
750	0.3503328414
751	0.350042673
752	0.3497810299
753	0.3495489004
754	0.3493941808
755	0.3491680126
756	0.3489368843
757	0.3486826696
758	0.348469164
759	0.3483240313
760	0.3481142799
761	0.3479562843
762	0.3478026121
763	0.3475822888
764	0.3473808341
765	0.3472437282
766	0.3469742405
767	0.3467667659
768	0.3465685832
769	0.3463329909
770	0.3461249329
771	0.3459201451
772	0.3457299399
773	0.3454754742
774	0.3451985485
775	0.3449872869
776	0.344736207
777	0.34453814
778	0.3443817674
779	0.3442354984
780	0.3440196306
781	0.3437456881
782	0.3435228515
783	0.3432713843
784	0.3429982394
785	0.3427130944
786	0.3424354266
787	0.3422390358
788	0.3420679137
789	0.3419135399
790	0.341673596
791	0.341478355
792	0.341199671
793	0.3409478883
794	0.3407298878
795	0.340546681
796	0.340281436
797	0.3400104289
798	0.339759113
799	0.3395166133
800	0.3393979566
801	0.3391509965
802	0.3389471244
803	0.338702747
804	0.3385169338
805	0.3383275245
806	0.3381089564
807	0.3378605937
808	0.3376458068
809	0.3374465629
810	0.3371944167
811	0.3370174301
812	0.3369087075
813	0.3367014942
814	0.3364562907
815	0.336236521
816	0.3360383733
817	0.3358412651
818	0.335686444
819	0.3354610653
820	0.3352627501
821	0.3350672314
822	0.3348827997
823	0.334617846
824	0.3343264125
825	0.3341342933
826	0.3339640153
827	0.333671431
828	0.3334249764
829	0.3331833745
830	0.3330312831
831	0.3327829988
832	0.3324825582
833	0.3323376449
834	0.3321131075
835	0.3319462035
836	0.3317420409
837	0.3315475428
838	0.3313037633
839	0.3311110898
840	0.3309090687
841	0.3307119929
842	0.3305204154
843	0.3303047648
844	0.3300351982
845	0.3298855678
846	0.329694032
847	0.3294702515
848	0.3292540319
849	0.329035055
850	0.3288194502
851	0.3286223047
852	0.3283345594
853	0.3281197726
854	0.3279063018
855	0.3276714844
856	0.3275113678
857	0.3273298562
858	0.3271644843
859	0.3270154168
860	0.3267682203
861	0.3265851536
862	0.3263974379
863	0.3262680804
864	0.3260680962
865	0.3259240456
866	0.3256976145
867	0.3254857751
868	0.3253321317
869	0.3251353234
870	0.3249525736
871	0.3247962587
872	0.3246330449
873	0.3243907888
874	0.3242135172
875	0.3239977786
876	0.3238017854
877	0.323592708
878	0.3234413642
879	0.3231820409
880	0.3229974359
881	0.3228269098
882	0.3225929437
883	0.3223476805
884	0.3221568925
885	0.3220063001
886	0.3218673844
887	0.3217480375
888	0.3215762201
889	0.3213944802
890	0.3212020639
891	0.3210521622
892	0.3208092273
893	0.3206093338
894	0.3203316651
895	0.3201271249
896	0.3199822334
897	0.3197696032
898	0.3195899839
899	0.3194812655
900	0.3192614131
901	0.3190747957
902	0.3188324728
903	0.3186670793
904	0.3184779647
905	0.3183733755
906	0.3181976691
907	0.3179472795
908	0.3177590335
909	0.3176395669
910	0.3174234537
911	0.3171888572
912	0.3169719956
913	0.316785557
914	0.3165480977
915	0.3163305335
916	0.3161016973
917	0.3159171829
918	0.3157564433
919	0.3155684267
920	0.3153931858
921	0.315190469
922	0.3149925026
923	0.3148074683
924	0.3145894447
925	0.3144113462
926	0.3142845374
927	0.3140772594
928	0.3139015761
929	0.3136475786
930	0.3134602096
931	0.3132206365
932	0.3130067322
933	0.3128526882
934	0.3126411113
935	0.3124355618
936	0.3122398341
937	0.3120993563
938	0.3118954048
939	0.3117007527
940	0.311534536
941	0.3113356639
942	0.3111351571
943	0.3110244405
944	0.3108310976
945	0.3105807765
946	0.310397235
947	0.3102203774
948	0.3100651204
949	0.3099188018
950	0.309735912
951	0.3095517707
952	0.3093485196
953	0.3092414913
954	0.3089856591
955	0.308836879
956	0.3086703777
957	0.308445887
958	0.3082646074
959	0.3081104298
960	0.3079022169
961	0.3077029837
962	0.3075064525
963	0.3073333143
964	0.3071460024
965	0.3069219059
966	0.3067211531
967	0.306504489
968	0.3063188632
969	0.3061521508
970	0.3059270294
971	0.3057910682
972	0.3055463401
973	0.3053730116
974	0.3051649622
975	0.3049905056
976	0.3048121796
977	0.3046179728
978	0.3044682242
979	0.3042362752
980	0.304018824
981	0.3038383034
982	0.3036307828
983	0.303404712
984	0.3032524294
985	0.3030238676
986	0.3028522649
987	0.3027067702
988	0.3024316208
989	0.3022688115
990	0.3020649411
991	0.3018602623
992	0.3017077931
993	0.3015613673
994	0.3014205987
995	0.3012279342
996	0.3010876458
997	0.300930185
998	0.3007402263
999	0.3005675166

47400155
999	0.3045199496
359
